artists,name,genres
Falling In Reverse,It's Over When It's Over,"post-hardcore, 5 Stars, rap rock, electronic rock, v v nice"
Vulfpeck,Wait for the Moment,"soul, jazz fusion, fip, male vocalists, rhythm and blues"
Keith Urban,"John Cougar, John Deere, John 3:16","country, 2015, modern country, fallon, 2010s"
2Pac,Shorty Wanna Be A Thug,"rap, Hip-Hop, 2pac, hip hop, Gangsta Rap"
"Claude Debussy,  Jean-Yves Thibaudet","Rêverie, L. 68: Rêverie","Classical, instrumental, piano, Klassik, classical piano"
Trans-Siberian Orchestra,Christmas Canon,"christmas, Classical, holiday, canon, Barok"
Melanie Martinez,Toxic - The Voice Performance,"pop, acoustic, cover, Masterpiece, the voice"
Yoshihisa Hirano,奇術師のバイレ,"Flamenco, HxH, hisoka"
"Flying Lotus,  Kendrick Lamar",Never Catch Me,"wonky, abstract hip hop, Conscious Hip Hop, jazz rap, nu jazz"
Felly,Fabrics,Unknown
Missy Elliott,The Rain (Supa Dupa Fly),"Hip-Hop, rap, 90s, hip hop, Timbaland"
Future,The Percocet & Stripper Joint,"MySpotigramBot, Sensational, epic, beautiful, future"
Future,Stick Talk,"MySpotigramBot, Hip-Hop, hip hop, Love, experimental hip hop"
Kenny Chesney,She's Got It All,"country, Kenny Chesney, modern country, 90s, 1997"
Pentatonix,Sleigh Ride,"christmas, a cappella, Christmas Music, Talent, year-round bop tbh"
Kodak Black,Like Dat,"Hip-Hop, rap, sniper gang"
TV On The Radio,Happy Idiot,"indie rock, pop, indie, dance-punk, radio paradise"
Jon B.,They Don't Know,"jon b, slow jams, rnb, 90s, soul"
"Chorus - Hercules,  Lillias White,  Cheryl Freeman,  LaChanze,  Roz Ryan,  Vaneese Thomas,  Tawatha Agee",Zero To Hero,"Disney, Soundtrack, musical"
"Tim McGraw,  Faith Hill",It's Your Love,"country, Love, modern country, 1997, contemporary country"
Rainbow Kitten Surprise,Lady Lie,Unknown
Rend Collective,My Lighthouse,Unknown
Caravan Palace,Lone Digger,"electro swing, electro-swing, swing, Favorite, furry"
Alabama Shakes,This Feeling,"blues rock, soul, indie rock, soft rock, fip"
A Tribe Called Quest,The Hop,"Hip-Hop, hip hop, a tribe called quest, new york, Jazz Hop"
Los Tigres Del Norte,Cuestion Olvidada,Unknown
Witt Lowry,Kindest Regards,Unknown
Logic,Fade Away,"Hip-Hop, rap, fallon, 2010s, 2015"
Childish Gambino,Retro (Rough),"pop, bass, r&b, rnb, sex"
Future,Trap Niggas,"rap, trap, MySpotigramBot, Hip-Hop, Gangsta Rap"
Adam Levine,Lost Stars,"Soundtrack, pop, alternative, my love, falsetto"
Motionless In White,Reincarnate,"metalcore, 2014, industrial metal, 10s, heavy metal"
Pearl Jam,Present Tense,"Grunge, rock, 90s, pearl jam, alternative rock"
John Mayer,Queen of California,"country rock, rock, john mayer, acoustic, american"
Rob Thomas,Her Diamonds,"pop, alternative, rock, pop rock, soft rock"
"T.I.,  Young Thug",About the Money (feat. Young Thug),"Hip-Hop, hip hop, rap, singer-songwriter, trap"
Lil Uzi Vert,Hi Roller,"trap, pop rap, east coast hip hop, cloud rap, Nerdcore Hip Hop"
Colony House,Silhouettes,"rock, indie rock, relevant magazine, Meyers, indiemix"
OneRepublic,Love Runs Out,"pop, OneRepublic, 2014, rock, pop rock"
Little Dragon,Ritual Union,"electronic, female vocalists, swedish, indie, indie pop"
Eric Paslay,Friday Night,"country, country pop, modern country, 2013, 2010s"
Ricochet,Daddy's Money,"country, great country, Awesome, 1996, wild imagination"
Trace Adkins,Every Light In The House,"country, trace adkins, My Slow Country, every light in the house is on-trace atkins, somber country"
Swedish House Mafia,One - Radio Edit,"House, dance, Progressive House, electro house, Awesome"
Miranda Lambert,Automatic,"country, 2014, pop, american, 2010s"
Local H,Bound For The Floor,"rock, alternative, Grunge, 90s, alternative rock"
Danny Gokey,Tell Your Heart To Beat Again,"love songs, linedance 2016"
Gin Wigmore,Kill Of The Night,"pretty little liars, pop, rock, indie, alternative rock"
John Anderson,Straight Tequila Night,"country, John Anderson, classic country, drinking song, favorite songs"
Kings of Leon,Radioactive,"alternative rock, rock, indie rock, indie, alternative"
Grupo Laberinto,El Cadete,el cadete
Backstreet Boys,As Long as You Love Me,"pop, 90s, backstreet boys, boybands, BSB"
Billie Holiday,I'll Look Around,"jazz, adorable whimsy, mha, visgunda, jazz vocal"
Crowder,Come As You Are,"christian, worship, praise"
Oscar Peterson,Blue And Sentimental,"sebolo90, jazz piano, jazz, piano, jazz fusion"
Prince Royce,Mi Ultima Carta,"bachata, dance, latin, Awesome, spoken word"
Cole Swindell,Ain't Worth the Whiskey,"country, Miserable, modern country, 2010s, 2014"
Banda Los Recoditos,Ando Bien Pedo,"ando bien pedo, BANDA, ranchera, k, regional mexican"
Metric,Help I'm Alive,"indie, female vocalists, indie rock, Canadian, rock"
Cardenales De Nuevo León,Compréndala,Unknown
Mindy Gledhill,O Come All Ye Faithful,Unknown
Tyrese,Sweet Lady,"slow jams, rnb, tyrese, sweet lady, sweet lady- Tyrese"
"112,  The Notorious B.I.G.",Only You (feat. The Notorious B.I.G.) - Radio Mix,Unknown
Judy Garland,Over The Rainbow,"Soundtrack, female vocalists, oldies, musical, musicals"
Neutral Milk Hotel,King of Carrot Flowers Pt. 1,"folk, indie folk, indie rock, acoustic, contemporary folk"
Wiz Khalifa,Ass Drop,"Hip-Hop, rap, 2014 release, from blacc hollywood - deluxe version, indie"
Lil Uzi Vert,Ronda (Winners),"trap, Hip-Hop, chill, vibes, rnb"
"Don Omar,  Natti Natasha",Dutty Love,"Reggaeton, dancehall, gs, tan, my queen"
Brandy,Have You Ever,"Brandy, rnb, female vocalists, soul, 90s"
"Method Man,  Mary J. Blige",I'll Be There For You/You're All I Need To Get By - Puff Daddy Mix,"MySpotigramBot, -1001747063611"
Selena Gomez & The Scene,Hit The Lights,"pop, dance, Selena Gomez, female vocalists, electropop"
Jenni Rivera,Resulta - Banda,Unknown
Less Than Jake,All My Best Friends Are Metalheads,"ska, ska punk, punk, punk rock, pop punk"
"Skrillex,  Sirah",Kyoto (feat. Sirah),"dubstep, electronic, Brostep, breakcore, rapcore"
Rise Against,Make It Stop (September's Children),"punk rock, melodic hardcore, rock, Rise Against, alternative"
Los Tucanes De Tijuana,Espejeando,Unknown
Busta Rhymes,Gimme Some More,"Hip-Hop, rap, hip hop, Busta Rhymes, 90s"
Los Temerarios,Botella Envenenada,"Romantica, los temerarios, spanish, Dance slow, Botella Envenenada"
Sheena Ringo,丸ノ内サディスティック,"rock, japanese, J-rock"
Ms. Lauryn Hill,Lost Ones,"Neo-Soul, boom bap, east coast hip hop, Conscious Hip Hop, Hip-Hop"
Outkast,Elevators (Me & You),"Hip-Hop, hip hop, chill, rap, 90s"
Los Temerarios,Por Que Te Conocí,Unknown
"Flight Facilities,  Giselle",Crave You,"electronic, australian, House, minimal, electro"
"Louis The Child,  Icona Pop",Weekend,Unknown
System Of A Down,Suite-Pee,"alternative metal, metal, Nu Metal, rock, System of a Down"
Jazmine Sullivan,Let It Burn,"best of 2014, soul, female vocalists, american, r&b"
Feargal Sharkey,A Good Heart,"80s, pop, new wave, male vocalists, irish"
El Bebeto,Cuando Tú Me Besas (Version Mariachi),Unknown
112,Dance With Me,"rnb, dance, hip hop, 2001, 00s"
The Flaming Lips,She Don't Use Jelly,"indie, alternative, rock, 90s, indie rock"
Tag Team,Whoomp! There It Is,"90s, rap, hip-pop, Tag Team, Hip-Hop"
Melissa Etheridge,I'm The Only One,"rock, female vocalists, 90s, singer-songwriter, Melissa Etheridge"
"Frédéric Chopin,  Maurizio Pollini","Nocturne No.1 In B Flat Minor, Op.9 No.1",Unknown
"Tyga,  Lil Wayne",Faded,"hip hop, Faded, rap, hip hop tag, pop"
Brooks & Dunn,Hard Workin' Man,"country, 90s, Brooks and Dunn, 1993, beautiful"
Meat Loaf,I'd Do Anything For Love (But I Won't Do That) - Single Edit,"1993, pop, rock, pop rock, 90s"
Mel Tormé,Comin' Home Baby,"jazz, swing, jazz vocal, cool, 60s"
Martina McBride,Independence Day,"country, female vocalists, Martina McBride, independence day, pop"
Love and Theft,Angel Eyes,"country, great song, Love and Tefth, seen live, catchy"
"Duke Dumont,  Jax Jones",I Got U,"dance, electronic, 2014, House, pop"
Alien Ant Farm,Movies,"rock, alternative rock, alternative, punk rock, punk"
"J Alvarez,  Ñejo & Dalmata","Sexo, Sudor y Calor",Unknown
"Nujabes,  Shing02",Luv(sic.) pt3 (feat. Shing02),"Uplifting, soulful, jazz rap, Conscious Hip Hop, Japanese hip hop"
Aer,Floats My Boat,Unknown
Róisín Murphy,Ramalama (Bang Bang),"electronic, dance, trip-hop, electronica, female vocalists"
Wu-Tang Clan,Gravel Pit,"Hip-Hop, hip hop, rap, wu-tang, Wu-Tang Clan"
Slipknot,Disasterpiece,"metal, Nu Metal, Slipknot, heavy metal, Nu-metal"
Banda El Recodo,Cada Vez Te Extraño Mas,"BANDA, PaPistear"
"Sleep Baby Sleep,  Meditation Spa,  White Noise Therapy,  Rain Spa,  Rain Shower",Pouring Rain - Loopable with No Fade,Unknown
John Williams,Leaving Hogwarts,"Soundtrack, harry potter, instrumental, perfect is not enough, Classical"
Justin Bieber,Be Alright,"justin bieber, pop, Love, love at first listen, Believe"
Ben Howard,Depth Over Distance,"folk, indie, singer-songwriter, beautiful, me"
J. Cole,St. Tropez,"j cole, MySpotigramBot, Summer vibes, Hip-Hop, saxophone"
Gloria Trevi,Todos Me Miran,"latin pop, pop, gloria trevi - todos me miran, Gloria Trevi, latin"
Gloria Trevi,El Favor De La Soledad,"latin pop, Gloria Trevi, spanish, female vocalists, Power ballad"
Linkin Park,Forgotten,"Nu Metal, rock, Linkin Park, alternative, alternative rock"
Beach House,Myth,"dream pop, indie, indie rock, indie pop, magic"
Local Natives,I Saw You Close Your Eyes,"american, 2017 single, 13 reasons why"
"Ottorino Respighi,  ""Orchestra dell Accademia Nazionale di Santa Cecilia,  Roma"",  Antonio Pappano,  ""Orchestra dellAccademia Nazionale di Santa Cecilia""",Pini di Roma (The Pines of Rome): III. I pini del Gianiclo,Unknown
Avenged Sevenfold,Critical Acclaim,"metalcore, metal, hard rock, rock, hardcore"
Los Cadetes De Linares,Flor de Capomo,Unknown
"Sharpay Evans,  Ryan",Fabulous,"gay, 2007, Disney, pink, High School Musical"
Slowdive,When the Sun Hits,"shoegaze, dream pop, Dreamy, indie, beautiful"
"Yaga & Mackie,  Arcangel,  De La Ghetto",Aparentemente,"Reggaeton, Aparentemente, YAGA Y MACKIE"
Enya,One by One,"new age, celtic, enya, ambient, female vocalists"
Wu-Tang Clan,Method Man,"Hip-Hop, rap, hip hop, Wu-Tang Clan, wu-tang"
Imagine Dragons,Bleeding Out,"indie, alternative, indie rock, rock, IMAGINE DRAGONS"
Tenacious D,Kickapoo,"rock, comedy, Comedy Rock, hard rock, alternative rock"
Wu-Tang Clan,Shame On a Nigga,"Hip-Hop, rap, hip hop, wu-tang, Wu-Tang Clan"
Tenacious D,Beelzeboss (The Final Showdown),"rock, comedy, tenacious d, metal, hard rock"
Tim Maia,Gostava Tanto De Você,"brasil, mpb, soul, Tim Maia, funk"
The Beatles,Let It Be - Remastered 2015,rock
Dean Martin,I've Got My Love To Keep Me Warm,"christmas, jazz, swing, easy listening, holiday"
Miles Davis Quintet,It Never Entered My Mind,"jazz, trumpet, miles davis, jazz ballad, cool jazz"
Craig David,Fill Me In,"rnb, pop, 00s, british, soul"
2 Chainz,I'm Different,"im different 2 chainz, different, 2 chains, Hip-Hop, pop"
Intocable,Enséñame A Olvidarte,"tejano, INTOCABLE"
John Mayer,Neon,"rock, acoustic, john mayer, singer-songwriter, pop"
"2Pac,  Outlawz",Breathin,"Hip-Hop, Gangsta Rap, hip hop, rap, 2pac"
"Eric Bellinger,  Too $hort,  Ty$",9 Lives (Certified West Coast Killer) (feat. Too $hort & Ty$),Unknown
People Under The Stairs,Acid Raindrops,"Hip-Hop, hip hop, underground hip-hop, rap, weed"
The Black Crowes,Remedy,"rock, Southern Rock, hard rock, classic rock, 90s"
Véronique Sanson,Chanson sur ma drôle de vie - Remasterisé en 2008,Unknown
"Rick Ross,  JAY-Z",The Devil Is A Lie,"rnb, huh, fallon, jay-z, Good Track"
Three Days Grace,Chalk Outline,"alternative rock, rock, three days grace, alternative, alternative metal"
"2Pac,  The Notorious B.I.G.",Runnin' (Dying To Live),"Hip-Hop, rap, 2pac, West Coast Rap, hip hop"
Los Temerarios,Extrañándote,Unknown
Jeremy Soule,Secunda,"video game music, ambient, beautiful, Soundtrack, instrumental"
John Williams,Harry's Wondrous World,"Soundtrack, harry potter, instrumental, John Williams, Classical"
El Gran Combo De Puerto Rico,Me Liberé,"salsa, puerto rico"
Rage Against The Machine,Take The Power Back,"rock, alternative rock, political, metal, Rage Against The Machine"
Harry James,"It's Been a Long, Long Time","Big Band, jazz, easy listening, trumpet, swing"
Aventura,Hermanita,"bachata, latin, pop, cheese, jumping green"
Antonio Rios,Nunca me Faltes,Marcianito
Maná,Te Lloré Un Río,"Mana, rock en español, latin, Rock en Espanol, musica latina"
Thousand Foot Krutch,Phenomenon,"alternative rock, rock, christian rock, hardcore, phenomenon"
Industria del Amor,Y Tú Con Él,loveit
My Chemical Romance,To the End,"rock, emo, alternative, punk, my chemical romance"
Eric B. & Rakim,Don't Sweat The Technique,"Hip-Hop, hip hop, rap, old school, Old School Hip Hop"
Kelly Clarkson,Behind These Hazel Eyes,"pop, Kelly Clarkson, rock, pop rock, female vocalists"
Brad Kane,"One Jump Ahead - From ""Aladdin""/Soundtrack Version",Unknown
Vampire Weekend,Step,"indie rock, indie, alternative, best of 2013, rock"
C418,Stal,"electronic, chill, ambient, idm, nu-jazz"
Beegie Adair,The Little Drummer Boy,"christmas, jazz, lounge, jazz fusion, an old fashioned christmas"
The Chiffons,One Fine Day,"60s, oldies, Girl Groups, female vocalists, pop"
Stan Whitmire,When You Say Nothing At All,Unknown
"Pierce The Veil,  Lindsey Stamey",Hold On Till May,"emocore, post-hardcore, seen live, emo, guitar"
The Beautiful South,Rotterdam (Or Anywhere),"pop, 90s, britpop, british, rock"
"James Brown,  2Pac",Unchained (The Payback / Untouchable),"epic, Animal Collective, expect me nigga, pop, soul"
Shinedown,I'll Follow You,"rock, 10s, wrif-fm, shinedown, hard rock"
