artists,name,genres
The J. Geils Band,Love Stinks,"80s, classic rock, rock, pop, 70s"
Newsboys,He Reigns,"christian, worship, christian rock, Newsboys, contemporary christian"
Nine Inch Nails,March Of The Pigs,"industrial, industrial rock, rock, industrial metal, NIN"
Elvis Presley,A Mess of Blues,"60s, Elvis Presley, rock, blues, Rock and Roll"
Juan Gabriel,La Muerte del Palomo,mexico
Nat King Cole,"Those Lazy, Hazy, Crazy Days Of Summer","jazz, Gilmore Girls, oldies, easy listening, summer"
"Bobby Cruz,  Ricardo ""Richie"" Ray",Sonido Bestial,Unknown
Mudvayne,Death Blooms,"Nu Metal, metal, alternative metal, Nu-metal, math metal"
Guardianes Del Amor,Bebiendo Lágrimas,Unknown
Led Zeppelin,Down by the Seaside - 1993 Remaster,"rock, 70s, hard rock, Progressive rock"
John Legend,So High - Single Version,Unknown
"Giacomo Puccini,  Luciano Pavarotti,  Leone Magiera,  Orchestra Da Camera Di Bologna",Nessun doma - Turandot,"Classical, opera, romantic, italian"
Pearl Jam,Smile,"Grunge, rock, pearl jam, seattle, alternative"
Caetano Veloso,Qualquer Coisa,"brasil, mpb, Bossa Nova, latin, brazilian"
Lars Frederiksen and the Bastards,To Have And To Have Not,"punk, funk, pop, Bucket, minimal"
John Williams,Star of Bethlehem - Instrumental,Unknown
All Time Low,Shameless,"pop punk, All Time Low, punk rock, powerpop, alternative"
Merle Haggard,Ramblin' Fever,"country, 70s, classic country, american, outlaw country"
Queen,Save Me - Remastered 2011,"rock, classic rock, Ballad, epic guitar solo"
J.J. Cale,Crazy Mama,"blues, blues rock, singer-songwriter, jj cale, Mellow"
Lil Rob,Linda Mujer,"Chicano Rap, latin hip hop, Gangster Rap, G Funk, San Diego Rap"
Backstreet Boys,All I Have to Give,"pop, 90s, boybands, Love, backstreet boys"
Montez de Durango,Lágrimas Del Corazón,"montez de durango lagrimas de mi corazon, BANDA, pasito duranguense, duranguense, LOVE PAUL"
Loredana Bertè,Non sono una signora,"italian, pop, latin, Bella questa, female"
Neil Young,A Man Needs a Maid - 2009 Remaster,Unknown
Neil Young,Words (Between the Lines of Age) - 2009 Remaster,soft rock
Shalamar,This Is for the Lover in You,"soul, shalamar, Old School Slow Jams, Old School soul, rnb"
Françoise Hardy,Suzanne - Remasterisé en 2016,cover
The Beatles,Ask Me Why - Remastered 2009,"rock, pop, 60s, british, pop rock"
Q-Tip,Gettin Up,"Hip-Hop, hip hop, lovedbygdchill, rap, q-tip"
Maxx,No More (I Can't Stand It),"eurodance, 90s, dance, electronic, german"
Tracy Chapman,All That You Have Is Your Soul,"folk, female vocalists, Tracy Chapman, acoustic, singer-songwriter"
KC & The Sunshine Band,Boogie Shoes,"Disco, 70s, funk, dance, Soundtrack"
Nick Drake,Horn,"folk, acoustic, instrumental, singer-songwriter, Mellow"
Raffi,Day O,"kids, childrens music, pop, covers, relax"
System Of A Down,DDevil,"alternative metal, metal, System of a Down, rock, alternative"
Jimmy Ruffin,What Becomes Of The Brokenhearted - Single Version,oldies
"John Williams,  London Symphony Orchestra",Star Wars Main Title and the Arrival at Naboo,"Soundtrack, Star Wars, instrumental, score, Classical"
Biosphere,Poa Alpina,"ambient, electronic, chillout, music to fall asleep to, biosphere"
"Claude Debussy,  Eugene Ormandy,  Philadelphia Orchestra,  Philharmonia Orchestra","Suite bergamasque, L. 75: No. 3, Clair de lune (Arr. L. Caillet for Orchestra)",Unknown
Funkadelic,I'll Stay,"funk, psychedelic, p-funk, soul, beautiful"
"Olivia Newton-John,  Electric Light Orchestra",Xanadu,"80s, pop, female vocalists, Soundtrack, Disco"
Ricky Martin,Perdido Sin Ti,"latin, pop, Love, Romantica, beautiful"
Savoy Brown,Hellbound Train,"blues rock, classic rock, blues, rock, British Blues"
Metallica,The Call Of Ktulu (Remastered),"instrumental, metal, Progressive metal, thrash metal"
Terry Callier,900 Miles,"folk, soul, blues, jazz, acoustic"
Genesis,Misunderstanding,"Progressive rock, rock, classic rock, 80s, genesis"
Fabrizio De André,Via del campo,"italian, Fabrizio De Andre, folk, singer-songwriter, italianigdchill"
Flex,Luna,Unknown
Ms. Lauryn Hill,Doo Wop (That Thing) - Edit,Unknown
David Allan Coe,"Jack Daniel's, If You Please","country, outlaw country, classic country, jack daniels, Whiskey"
Muse,Cave,"alternative rock, rock, Muse, alternative, british"
George Michael,I Can't Make You Love Me,"pop, romantic, soul, cover, melancholy"
"Merle Haggard,  The Strangers",I'm A White Boy,"country, title is a full sentence, BR5best"
Van Halen,Little Guitars - 2015 Remaster,"hard rock, classic rock, 80s, van halen, lily love"
Paul McCartney,Every Night - Remastered 2011,P Artist
Taylor Swift,Girl At Home,"country, pop, love at first listen, cds I own, red"
Blondie,Atomic,"80s, new wave, female vocalists, pop, rock"
Lucio Battisti,Ancora tu,"cantautori, lucio battisti, italian, italia, italianigdchill"
Pancho Barraza,Ignoraste Mis Lágrimas,Unknown
"Kenny Loggins,  Gladys Knight","Double or Nothing - From ""Rocky IV"" Soundtrack",Unknown
Roy Orbison,It's Over,"60s, oldies, roy orbison, rock, rockabilly"
Interpol,NYC,"indie, indie rock, post-punk, alternative, interpol"
Judas Priest,The Hellion,"heavy metal, metal, instrumental, Judas Priest, NWOBHM"
Los Inquietos Del Norte,Las Parrandas,"corridos, para la clicka, hy phy, Perronas, para la plebe"
Los Invasores De Nuevo León,En Eso No Quedamos,Unknown
Porcupine Tree,The Sound Of Muzak,"Progressive rock, rock, Progressive, Psychedelic Rock, porcupine tree"
"La Sonora Matancera,  Nelson Pinedo",¿Quién Será?,Unknown
Gary Wright,Love Is Alive,"70s, classic rock, rock, Gary Wright, GARY WRIGHT - LOVE IS ALIVE"
Fiona Apple,I Know,"female vocalists, singer-songwriter, piano, alternative, Mellow"
The Roots,100% Dundee,"hip hop, Hip-Hop, hiphop, east coast hip hop, rap"
"Gal Costa,  Caetano Veloso",Baby,"tropicalia, brasil, mpb, Love, female vocalists"
Ricky Nelson,Never Be Anyone Else But You - Remastered,Unknown
The Beach Boys,That's Not Me - Remastered,"psychedelic pop, pop, rock, chamber pop, soft rock"
Living Colour,Love Rears Its Ugly Head,"rock, funk metal, Funk Rock, 90s, alternative"
The Supremes,My World Is Empty Without You,"soul, motown, 60s, oldies, The Supremes"
"Hillsong Worship,  ""Integritys Hosanna! Music"",  Darlene Zschech",Shout to the Lord - Live,Unknown
"Josh Abbott Band,  Pat Green",My Texas (feat. Pat Green),own
A Tribe Called Quest,Bonita Applebum,"Hip-Hop, hip hop, rap, 90s, Mellow"
Los Angeles De Charly,Atrapado En Tus Redes,Unknown
John Denver,Leaving on a Jet Plane,"country, folk, John Denver, singer-songwriter, oldies"
John Lennon,Isolation - Remastered 2010,"melancholy, folk rock"
Los Bukis,Mi Ironia,Unknown
Pulp,This Is Hardcore - Original Version,"art rock, alternative, alternative rock, dark jazz, chamber pop"
Incubus,Make Yourself,"rock, alternative rock, alternative, incubus, 90s"
Elliott Smith,Needle In The Hay,"indie, acoustic, singer-songwriter, sad, folk"
Kimya Dawson,Tire Swing,"indie, juno, Soundtrack, folk, female vocalists"
Johnny Winter,Mean Mistreater,"blues, guitar, blues rock, classic rock, electric blues"
"Shyne,  Barrington Levy",Bonnie & Shyne (feat. Barrington Levy),"hip hop, Seduction, grooves, Hood, tropical sweat"
Luis Enrique,Desesperado,"salsa, salsa romantica, latin, spanish, tropical"
Pink Floyd,Summer '68,"Progressive rock, Psychedelic Rock, classic rock, rock, Pink Floyd"
Jean-Jacques Goldman,Comme toi,"Chanson Française, french, chanson, chanson francaise, pop rock"
Charles Aznavour,Mourir d'aimer,"french, chanson, chanson francaise, aznavour, emotion"
David Lanz,Improvisation: Gli Uccelli Di Carpi (The Birds Of Carpi),"piano, relaxing"
Billy Joel,The Entertainer,"rock, billy joel, singer-songwriter, classic rock, pop"
Gábor Szabó,Somewhere I Belong,Unknown
Orquesta Aragón,Quiéreme Sempre,Unknown
Van Morrison,I'm Not Feeling It Anymore,"rock, blues, folk rock, irish, classic rock"
La Sonora Matancera,Los Aretes De La Luna,Unknown
La Mafia,Me Duele Estar Solo,"Romantica, spanish, tejano, MY FAVES, mis favoritas"
Mia Martini,Piccolo uomo,"italiana, female vocalists, italian, female vocalist, mia martini"
Yusuf / Cat Stevens,Trouble,Unknown
Queens of the Stone Age,If Only,"Stoner Rock, rock, alternative rock, desert rock, hard rock"
John Archambault and David Plummer,Chicka Chicka Boom Boom,Unknown
Juan Gabriel,Nao Tenho Dinheiro,"Classical, Bach"
Samuray,Contigo O Sin Ti,"ranchito, samuray, paco, mis favoritas, aguascalientes"
"Johnny Cash,  June Carter Cash",If I Were a Carpenter,"country, folk, classic country, MetroHadriani Loves this music, Johnny Cash"
"Prefab Sprout,  Thomas Dolby",When Love Breaks Down - 2007 Remastered Version,"80s, new wave, summer, winter, spring"
"Hillsong Worship,  ""Integritys Hosanna! Music"",  Darlene Zschech",The Power of Your Love - Live,Unknown
Peggy Lee,It's A Good Day - Remastered,Unknown
Dean Martin,Jingle Bells,"christmas, jazz, swing, holiday, xmas"
Mother Love Bone,Chloe Dancer/Crown Of Thorns,"Grunge, rock, alternative rock, seattle, Mother Love Bone"
"Franz Xaver Gruber,  The Cambridge Singers,  City of London Sinfonia,  John Rutter",Silent Night: Silent Night (Stille Nacht),Unknown
The Derek Trucks Band,This Sky,"blues, blues rock, guitar, Southern Rock, rock"
Soda Stereo,Estoy Azulado - Remasterizado 2007,"Rock Argentino, rock en español, 1985"
"""Chagrin Damour""",Chacun fait (C'qui lui plait),Unknown
Los Tigres Del Norte,La Dieta,"regional mexican, comida, Tigres del Norte, Canciones pa mi bb"
Badly Drawn Boy,Once Around the Block,"indie, alternative, singer-songwriter, indie pop, badly drawn boy"
"Patsy Cline,  The Jordanaires",You Belong To Me,"country, female vocalists, Love, longing, love songs"
Conjunto Primavera,Quiero Estar Loco,"para mi amor, primavera, qel"
Aaliyah,Age Ain't Nothing But a Number,"rnb, soul, 90s, Aaliyah, female vocalists"
"Ray Conniff,  The Ray Conniff Singers",Medley: Jolly Old St. Nicholas / The Little Drummer Boy,christmas
Diana Krall,I've Got You Under My Skin,"jazz, female vocalists, Diana Krall, vocal jazz, Smooth Jazz"
Soda Stereo,Imágenes Retro - Remasterizado 2007,Unknown
Elvis Presley,Way Down,"rock, rock n roll, Elvis Presley, 70s, oldies"
Jeremy Soule,All's Well,"video game music, Oblivion, Soundtrack, instrumental, Lara-Loved"
Beck,Think I'm In Love,"alternative, indie, beck, rock, Love"
"Carly Simon,  James Taylor",Mockingbird,"70s, pop, james taylor, Carly Simon, classic rock"
"Hezekiah Walker,  Love Fellowship Choir",Grateful,"gospel, male vocalists, wjlb-FM, praise n worship, grateful"
Lana Del Rey,Million Dollar Man,"indie, pop, female vocalists, alternative, indie pop"
The Gap Band,Outstanding,"funk, soul, 80s, Old School soul, rnb"
Duncan Dhu,A tientas,"spanish pop, rock en español, spanish, Rock en Espanol, Latin Rock"
Manowar,Carry On,"heavy metal, metal, Power metal, true metal, manowar"
Dirty Heads,Best of Us,Unknown
Big L,Street Struck,"Hip-Hop, rap, big l, hip hop, da real old skool Hip Hop"
Ramon Ayala Y Sus Bravos Del Norte,El Federal De Caminos,Unknown
Danza Invisible,Sin aliento,"spanish, 80s, Rock en Espanol, pop, rock en tu idioma"
"""Stereo MCs""",Connected,Unknown
Jackie Wilson,Lonely Teardrops,"soul, oldies, rhythm and blues, 50s, pop"
Lynyrd Skynyrd,I Know A Little,"Southern Rock, classic rock, rock, blues rock, 70s"
Chris Isaak,Baby Did a Bad Bad Thing,"rock, blues, rockabilly, sexy, chris isaak"
Brian Crain,Butterfly Waltz,"piano, ambient, piano solo, relaxing, solo piano"
