artists,name,genres
Bessie Smith,Careless Love,"blues, jazz, Classic Blues, 30s, slgdmblues"
Bessie Smith,Backwater Blues,"blues, Old Blues, Classic Blues, singer-songwriter, bessie smith"
Johnny Cash,Troublesome Waters,"country, americana, rock, beautiful, male vocalists"
101 Strings Orchestra,"Theme from a Summer Place - From ""A Summer Place""",Unknown
Sarah Vaughan,Goodnight My Love,"jazz, beautiful, female vocal, vocal, Jazz Vocal Tag"
The Beach Boys,Don't Worry Baby (Stereo),60s
Johnny Cash,Custer,"MetroHadriani Loves this music, folk, Johnny Cash, country, american"
The Beach Boys,We'll Run Away (Mono),Unknown
"Erik Satie,  Francis Poulenc",Avant-dernières pensées: I. Idylle,Unknown
Angelo Kelly,Angles We Have Heard on High - 2015 Live Version,Unknown
Johnny Cash,Drums,"native american, political, country, 60s, folk"
Francis Poulenc,"Nocturne No. 1 in C Major, FP 56",Unknown
Francis Poulenc,"Trois mouvements perpétuels, FP 14: II. Très modéré",Unknown
"Erik Satie,  Philippe Entremont",Descriptions Automatiques: I. Sur un vaisseau,Unknown
"Erik Satie,  William Masselos",Gymnopédies: No. 3 - Lent et grave,Unknown
Count Basie,Double-O,"jazz, swing, Big Band, piano, 50s"
Pérez Prado,Mambo No. 5,"mambo, latin, fun, chill, dance"
Les Paul,Hawaiian Paradise,"sleepy, reading, midnite, melodi, jazzy easy"
Bob Keeshan (Captain Kangaroo),The Littlest Snowman,Unknown
Eddie Palmieri,Muñeca,"salsa, latin jazz, jazz, latin, Eddie Palmieri"
Nancy Wilson,Quiet Nights Of Quiet Stars (Corcovado),Unknown
"Marni Nixon,  Rex Harrison",Without You,Unknown
Billie Holiday,I'll Be Around,"jazz, jazz vocal, jazz vocalists, Jazz Vocal Tag, female vocalists"
Barney Kessel,A Foggy Day,"jazz, jazz guitar, bebop, Standards, guitar jazz"
"Mukesh,  Lata Mangeshkar",Aa Ja Re Ab Mera Dil Pukare,Unknown
Carmen McRae,The Christmas Song (Chestnuts Roasting On An Open Fire),"christmas, christmas song, xmas, Seasonal, holiday"
"Alexander Borodin,  Frank Brieff,  Isaac Stern,  Columbia Symphony Orchestra",String Quartet No. 2 in D Major: III. Nocturne. Andante (Arr. for Violin & Orchestra),Unknown
"Hank Thompson,  The Brazos Valley Boys",I'd Like To Have An Elephant For Christmas,Unknown
Percy Faith & His Orchestra,Till,"easy listening, oldies, easy, Relaxing Instrumental, Easy Listening Orchestra"
Ricky Nelson,Young World,"oldies, 1962, pop, 60s, soft rock"
Chet Baker Quartet,Imagination,Unknown
Sonny Rollins,On A Slow Boat To China,"jazz, bebop, saxophone, classicjazz, pure jazz"
Doc Watson,Talk About Suffering,"country, folk, acoustic, christian, bluegrass"
Little Eva,Breaking up Is Hard to Do,"oldies, doo wop, pop, cover songs, girl group"
Freddie Hubbard,Body And Soul,"jazz, trumpet, cool jazz, gimme sum friends04, freddie hubbard"
"Wolfgang Amadeus Mozart,  Glenn Gould",II. Adagio,"Classical, mozart, wam piano sonatas, piano, Wolfgang Amadeus Mozart"
Gino Paoli,Vivere Ancora,"italian, italena, cantitor, milancolia, 600"
Marian McPartland,Moonlight In Vermont,"jazz fusion, marian mc partland"
Bobby Vinton,Tell Me Why,"oldies, 60s, classic rock, pop, cover"
Irma Serrano,Copitas de Mezcal,Unknown
"Elvis Presley,  The Jordanaires",I Don't Wanna Be Tied,"oldies, 60s, pop, catchy, 60's"
John Coltrane,Blues to Elvin,"jazz, saxophone, john coltrane, Mellow, Instrumental Jazz Tag"
"Gioachino Rossini,  Leonard Bernstein,  New York Philharmonic",The Barber of Seville: Overture,"magnificent music, operalele"
"Roy Eldridge,  John Lewis,  Percy Heath,  Connie Kay","Blue Moon - Live At Civic Opera House, Chicago/1957",Unknown
Gilbert Bécaud,Pilou pilou hé - (Nouvelle version de 1960),Unknown
Genesis,Wot Gorilla?,"Progressive rock, classic rock, rock, art rock, instrumental"
"Vince Guaraldi,  Bola Sete",Little Fishes,"jazz, instrumental, RIP, piano, guitar"
The Animals,I'm In Love,Unknown
"Clifford Brown,  Max Roach Quintet",What Am I Here For?,jazz fusion
Judy Garland,The Man That Got Away - Expanded Version,Unknown
Vince Guaraldi,Work Song,"instrumental, USA, RIP, latin, jazz fusion"
"Vince Guaraldi,  Bola Sete",A Taste Of Honey,"jazz, chill, Bossa Nova, Love, samba"
"Ben Wright,  Paul Gemignani","Giants In The Sky (From ""Into The Woods"")",Unknown
Jackie Gleason,I Remember You,american songbook
Jackie Gleason,I Got It Bad (And That Ain't Good),easy listening
Jackie Gleason,The Nearness Of You,"american songbook, hoagy carmichael composer, sleepy, midnite, easy little girl easy"
"Richard Adler,  Jerry Ross,  John Raitt,  The Original Broadway Cast Of The Pajama Game,  Hal Hastings",The Pajama Game: Hey There,jazz fusion
Little Anthony & The Imperials,Take Me Back,"oldies, soul, doo wop, 60s, motown"
"Rosemary Clooney,  Percy Faith & His Orchestra,  The Mellomen",Mandy (with Percy Faith & His Orchestra & The Mellomen),Unknown
Jay & The Americans,Let's Lock The Door (And Throw Away The Key),"oldies, 60s, lets lock the door, pop, singer-songwriter"
Percy Faith & His Orchestra,Sons and Lovers,Unknown
Robert Johnson,I'm a Steady Rollin' Man,"blues, delta blues, acoustic blues, Classic Blues, Robert Johnson"
"Lou Rawls And Les McCann Trio,  Les McCann Ltd.,  Lou Rawls",(They Call It) Stormy Monday,Unknown
The Ink Spots,Ain't No Big Thing,Unknown
Patsy Cline,You're Stronger Than Me - Non-Orchestra Version,Unknown
Debbie Reynolds,Singin' In The Rain (In A-Flat) - Extended Version,Unknown
"Billie Holiday,  Teddy Wilson",Life Begins When You're In Love (with Teddy Wilson & His Orchestra),Unknown
Lucille Bogan,I'm Gonna Shave You Dry,"dirty, weallgetold"
"Henry Hall,  The BBC Dance Orchestra",It's Just the Time for Dancing,Unknown
Tex Beneke And His Orchestra,Have Yourself A Merry Little Christmas,Unknown
Claude Thornhill & His Orchestra,Snowfall - 78rpm Version,Unknown
Bob Brookmeyer,Manha De Carnival,Unknown
Solomon Burke,Looking for My Baby,"soul, RB, rhythm and blues, cha cha cha, Playlist"
The Beach Boys,Your Summer Dream (Stereo),Unknown
Barbara Lewis,Think a Little Sugar,"soul, northern soul"
Frank Sinatra,Stardust,"jazz, swing, oldies, male vocalists, easy listening"
Johnny Cash,Casey Jones,"country, Johnny Cash, 60s, trains, casey"
The Essex,Easier Said Than Done,"60s, oldies, 1963, pop, soul"
Blind Willie Johnson,If I Had My Way I'd Tear the Building Down,"blues, gospel, gospel blues, delta blues, blind willie johnson"
Roberto Murolo,Anema E Core,"Love, napoli, chillout, slow, latin"
Louis Armstrong & His Hot Five,Basin Street Blues,"jazz, swing, blues, trumpet, New Orleans"
Bud Powell,"So Sorry, Please","jazz, bop, jazz fusion, percussive piano"
Dean Martin,I'll Always Love You (Day After Day),"swing, easy listening, oldies, crooner, dino"
Bud Powell,April In Paris,"jazz, jazz piano, piano, Hard Bop, bebop"
Thelonious Monk,Thelonious - Rudy Van Gelder 24-Bit Mastering / 1998 Digital Remaster,Unknown
Jackie Gleason,Body And Soul,Unknown
Marty Robbins,Singing The Blues,"country, classic country, Marty Robbins, oldies, 50s"
"Billie Holiday,  Teddy Wilson",It's Like Reaching for the Moon (with Teddy Wilson & His Orchestra),Unknown
Tom Lehrer,"So Long, Mom (A Song For World War III)","comedy, satire, 60s, piano, american"
Sonny & Cher,I Got You Babe - 45 Version,Unknown
Tom Lehrer,Who's Next?,"comedy, satire, political, humour, amayzes loved"
The Animals,I'm Gonna Change The World,"60s, rhythm and blues, The Animals, rock, british"
"El Gran Combo De Puerto Rico,  Gilberto Santa Rosa",Oye Su Cantar,Unknown
"El Gran Combo De Puerto Rico,  Gilberto Santa Rosa",¿Que Es la Navidad?,Unknown
Percy Faith,We Three Kings Of Orient Are,Unknown
The Everly Brothers,How Can I Meet Her?,"oldies, pop, 60s, catchy, perlast"
Percy Faith,Gesu Bambino (The Infant Jesus),Unknown
Raf Rundell,Right Time,Unknown
"Pyotr Ilyich Tchaikovsky,  London Symphony Orchestra,  Pierre Monteux","Swan Lake, Op.20, TH.12 / Act 1: No.2 Valse (Corps de Ballet)",Unknown
Eddie Fisher,Christmas Day,"christmas, Weihnachten, Mellow, oldies, male vocalists"
Danny Kaye,Thumbelina,"50s, all the best, lustig, entertainment, best songs of the 50s"
Eddie Fisher,That's What Christmas Means To Me,"christmas, Weihnachten, Christmas Music, Eddie Fisher, oldies"
"Charlie Parker,  Dizzy Gillespie",My Melancholy Baby - Take 1 / Alternate Take,Unknown
Hemant Kumar,Yeh Raat Yeh Chandni,Unknown
Elvis Presley,Because of Love,"oldies, 60s, Soundtrack, classic rock, pop"
"Andrés Segovia,  George Frideric Handel","Keyboard Suite No. 4 in D Minor, HWV 437: III. Saraband (arr. A. Segovia for guitar): Suite No. 4 in D Minor, HWV 437: III. Saraband (arr. A. Segovia)",Unknown
The McCoys,Hang on Sloopy,"60s, oldies, classic rock, pop, rock"
